id,smarts,entry_id,mechanism_id
351,[C&D2&v4&H2&+0&!R&z0:1]-[C&D3&v4&H0&+0&!R&z2:2]=[O&D1&v2&H0&+0&!R:3].[O&D1&v2&H0&+0&!R:4]=[C&D2&v4&H0&+0&!R&z2:5].[S&D1&v2&H1&+0&!R:6]>>[C&D2&v4&H2&+0&!R&z0:1]-[C&D3&v4&H0&+0&!R&z2:5]-[O&D1&v2&H1&+0&!R:4].[S&D2&v2&H0&+0&!R:6]-[C&D3&v4&H0&+0&!R&z3:2]=[O&D1&v2&H0&+0&!R:3],[292],[1]
352,[*:1](~[H1@:2]~[*:3]~[H1@:4]~[*:5]~[*:6]~[*:7]~[O&D1&v2&H1&+0&!R:8]):[c&D2&v4&H1&+0&R&z1:9]:[c&D2&v4&H1&+0&R&z0:10].[C&D1&v4&H3&+0&!R&z1:11]-[S&D3&v3&H0&+&!R:12]>>[*:1](~[H1@:2]~[*:3]~[H1@:4]~[*:5]~[*:6]~[*:7]~[O&D1&v2&H1&+0&!R:8]):[c&D2&v4&H1&+0&R&z1:9]:[c&D3&v4&H0&+0&R&z0:10]-[C&D1&v4&H3&+0&!R&z0:11].[S&D2&v2&H0&+0&!R:12],[293],[1]
353,[*:1](~[H1@:2]~[*:3]~[H1@:4]~[*:5]~[*:6]~[*:7]~[O&D1&v2&H1&+0&!R:8]):[c&D2&v4&H1&+0&R&z1:9]:[c&D3&v4&H0&+0&R&z0:10]-[C&D1&v4&H3&+0&!R&z0:11].[S&D2&v2&H0&+0&!R:12]>>[*:1](~[H1@:2]~[*:3]~[H1@:4]~[*:5]~[*:6]~[*:7]~[O&D1&v2&H1&+0&!R:8]):[c&D2&v4&H1&+0&R&z1:9]:[c&D2&v4&H1&+0&R&z0:10].[C&D1&v4&H3&+0&!R&z1:11]-[S&D3&v3&H0&+&!R:12],[293],[1]
354,[O&D2&v2&H0&+0&!R:1]-[C&D1&v4&H3&+0&!R&z1:2].[S&D1&v2&H1&+0&!R:3]>>[O&D1&v2&H1&+0&!R:1].[S&D2&v2&H0&+0&!R:3]-[C&D1&v4&H3&+0&!R&z1:2],[295],[1]
355,[O&D1&v2&H1&+0&!R:1].[S&D2&v2&H0&+0&!R:2]-[C&D1&v4&H3&+0&!R&z1:3]>>[O&D2&v2&H0&+0&!R:1]-[C&D1&v4&H3&+0&!R&z1:3].[S&D1&v2&H1&+0&!R:2],[295],[1]
356,[O&D1&v2&H1&+0&!R:1].[P&D4&v5&H0&+0&!R:2](-[O&D1&v2&H1&+0&!R:3])-[O&D2&v2&H0&+0&!R:4]~[*:5]~[O&D1&v2&H1&+0&!R:6]>>[*:5](~[O&D1&v2&H1&+0&!R:4])~[O&D1&v2&H1&+0&!R:6].[P&D4&v5&H0&+0&!R:2](-[O&D1&v2&H1&+0&!R:3])-[O&D2&v2&H0&+0&!R:1],[296],[1]
357,[*:1](~[O&D1&v2&H1&+0&!R:2])~[O&D1&v2&H1&+0&!R:3].[P&D4&v5&H0&+0&!R:4](-[O&D1&v2&H1&+0&!R:5])-[O&D2&v2&H0&+0&!R:6]>>[O&D1&v2&H1&+0&!R:6].[P&D4&v5&H0&+0&!R:4](-[O&D1&v2&H1&+0&!R:5])-[O&D2&v2&H0&+0&!R:2]~[*:1]~[O&D1&v2&H1&+0&!R:3],[296],[1]
358,[C&D2&v4&H2&+0&!R&z2:1]-[#80:2].[S&D1&v2&H1&+0&!R:3].[S&D1&v2&H1&+0&!R:4]>>[C&D1&v4&H3&+0&!R&z1:1].[S&D2&v2&H0&+0&!R:3]-[#80&H1:2]-[S&D2&v2&H0&+0&!R:4],"[297, 297]","[1, 2]"
359,[C&D1&v4&H3&+0&!R&z1:1].[S&D2&v2&H0&+0&!R:2]-[#80&H1:3]-[S&D2&v2&H0&+0&!R:4]>>[C&D2&v4&H2&+0&!R&z2:1]-[#80:3].[S&D1&v2&H1&+0&!R:2].[S&D1&v2&H1&+0&!R:4],"[297, 297]","[1, 2]"
360,[O&D1&v2&H0&+0&!R:1]=[C&D2&v4&H1&+0&!R&z1:2].[O&D1&v2&H0&+0&!R:3]=[C&D2&v4&H1&+0&!R&z1:4]-[C&D3&v4&H0&+0&!R&z2:5]-[O&D1&v2&H1&+0&!R:6]>>[C&D2&v4&H0&+0&!R&z2:5]=[O&D1&v2&H0&+0&!R:6].[O&D1&v2&H0&+0&!R:3]=[C&D2&v4&H1&+0&!R&z1:4]-[C&D3&v4&H1&+0&!R&z1:2]-[O&D1&v2&H1&+0&!R:1],[298],[1]
361,[C&D2&v4&H0&+0&!R&z2:1]=[O&D1&v2&H0&+0&!R:2].[O&D1&v2&H0&+0&!R:3]=[C&D2&v4&H1&+0&!R&z1:4]-[C&D3&v4&H1&+0&!R&z1:5]-[O&D1&v2&H1&+0&!R:6]>>[O&D1&v2&H0&+0&!R:6]=[C&D2&v4&H1&+0&!R&z1:5].[O&D1&v2&H0&+0&!R:3]=[C&D2&v4&H1&+0&!R&z1:4]-[C&D3&v4&H0&+0&!R&z2:1]-[O&D1&v2&H1&+0&!R:2],[298],[1]
362,[O&D1&v2&H1&+0&!R:1].[P&D4&v5&H0&+0&!R:2](-[O&D1&v2&H1&+0&!R:3])-[O&D2&v2&H0&+0&!R:4]~[*:5]~[*:6]~[*:7]~[O&D1&v2&H1&+0&!R:8]>>[*:5](~[O&D1&v2&H1&+0&!R:4])~[*:6]~[*:7]~[O&D1&v2&H1&+0&!R:8].[O&D2&v2&H0&+0&!R:1]-[P&D4&v5&H0&+0&!R:2]-[O&D1&v2&H1&+0&!R:3],[299],[1]
363,[*:1](~[O&D1&v2&H1&+0&!R:2])~[*:3]~[*:4]~[O&D1&v2&H1&+0&!R:5].[O&D2&v2&H0&+0&!R:6]-[P&D4&v5&H0&+0&!R:7]-[O&D1&v2&H1&+0&!R:8]>>[O&D1&v2&H1&+0&!R:6].[P&D4&v5&H0&+0&!R:7](-[O&D1&v2&H1&+0&!R:8])-[O&D2&v2&H0&+0&!R:2]~[*:1]~[*:3]~[*:4]~[O&D1&v2&H1&+0&!R:5],[299],[1]
364,([C&D3&v4&H0&+0&!R&z2:1]-[O&D1&v2&H1&+0&!R:2].[N&D2&v3&H1&+0&!R:3]).[P&D4&v5&H0&+0&!R:4](=[O&D1&v2&H0&+0&!R:5])-[O&D2&v2&H0&+0&!R:6]~[*:7](~[O&D1&v2&H1&+0&!R:8])~[*:9]~[*:10]~[O&D1&v2&H1&+0&!R:11]>>[*:7](~[O&D1&v2&H1&+0&!R:6])(~[O&D1&v2&H1&+0&!R:8])~[*:9]~[*:10]~[O&D1&v2&H1&+0&!R:11].[N&D3&v3&H0&+0&R:3]-[C&D3&v4&H0&+0&R&z2:1].[P&D4&v5&H0&+0&!R:4](=[O&D1&v2&H0&+0&!R:5])-[O&D1&v2&H1&+0&!R:2],[303],[1]
365,[*:1](~[O&D1&v2&H1&+0&!R:2])(~[O&D1&v2&H1&+0&!R:3])~[*:4]~[*:5]~[O&D1&v2&H1&+0&!R:6].[N&D3&v3&H0&+0&R:7]-[C&D3&v4&H0&+0&R&z2:8].[P&D4&v5&H0&+0&!R:9](=[O&D1&v2&H0&+0&!R:10])-[O&D1&v2&H1&+0&!R:11]>>([C&D3&v4&H0&+0&!R&z2:8]-[O&D1&v2&H1&+0&!R:11].[N&D2&v3&H1&+0&!R:7]).[P&D4&v5&H0&+0&!R:9](=[O&D1&v2&H0&+0&!R:10])-[O&D2&v2&H0&+0&!R:2]~[*:1](~[O&D1&v2&H1&+0&!R:3])~[*:4]~[*:5]~[O&D1&v2&H1&+0&!R:6],[303],[1]
366,[C&D1&v4&H2&+0&!R&z0:1]=[C&D3&v4&H0&+0&!R&z1:2]-[O&D2&v2&H0&+0&!R:3]-[C@&D3&v4&H1&+0&R&z1:4]1-[C&D2&v4&H1&+0&R&z0:5]=[C&D3&v4&H0&+0&R&z0:6]-[C&D2&v4&H1&+0&R&z0:7]=[C&D2&v4&H1&+0&R&z0:8]-[C@@&D3&v4&H1&+0&R&z1:9]-1-[N&D1&v3&H2&+0&!R:10]>>[C&D1&v4&H3&+0&!R&z0:1]-[C&D3&v4&H0&+0&!R&z1:2]=[O&D1&v2&H0&+0&!R:3].[N&D1&v3&H2&+0&!R:10]-[c&D3&v4&H0&+0&R&z1:9]1:[c&D2&v4&H1&+0&R&z0:4]:[c&D2&v4&H1&+0&R&z0:5]:[c&D3&v4&H0&+0&R&z0:6]:[c&D2&v4&H1&+0&R&z0:7]:[c&D2&v4&H1&+0&R&z0:8]:1,"[305, 305]","[1, 2]"
367,[C&D1&v4&H3&+0&!R&z0:1]-[C&D3&v4&H0&+0&!R&z1:2]=[O&D1&v2&H0&+0&!R:3].[N&D1&v3&H2&+0&!R:4]-[c&D3&v4&H0&+0&R&z1:5]1:[c&D2&v4&H1&+0&R&z0:6]:[c&D2&v4&H1&+0&R&z0:7]:[c&D3&v4&H0&+0&R&z0:8]:[c&D2&v4&H1&+0&R&z0:9]:[c&D2&v4&H1&+0&R&z0:10]:1>>[C&D1&v4&H2&+0&!R&z0:1]=[C&D3&v4&H0&+0&!R&z1:2]-[O&D2&v2&H0&+0&!R:3]-[C@&D3&v4&H1&+0&R&z1:6]1-[C&D2&v4&H1&+0&R&z0:7]=[C&D3&v4&H0&+0&R&z0:8]-[C&D2&v4&H1&+0&R&z0:9]=[C&D2&v4&H1&+0&R&z0:10]-[C@@&D3&v4&H1&+0&R&z1:5]-1-[N&D1&v3&H2&+0&!R:4],"[305, 305]","[1, 2]"
368,[C&D3&v4&H0&+0&!R&z3:1](=[O&D1&v2&H0&+0&!R:2])-[O&D1&v2&H1&+0&!R:3].[O&D1&v2&H1&+0&!R:4].[P&D4&v5&H0&+0&!R:5](-[O&D1&v2&H1&+0&!R:6])-[O&D2&v2&H0&+0&!R:7]~[*:8](~[O&D1&v2&H1&+0&!R:9])~[*:10]~[*:11]~[O&D1&v2&H1&+0&!R:12].[P&D4&v5&H0&+0&!R:13](=[O&D1&v2&H0&+0&!R:14])-[O&D2&v2&H0&+0&!R:15]~[*:16](~[O&D1&v2&H0&+0&!R:17])~[*:18]~[*:19]~[O&D1&v2&H1&+0&!R:20].[S&D1&v2&H1&+0&!R:21]>>[*:8](~[O&D1&v2&H1&+0&!R:7])(~[O&D1&v2&H1&+0&!R:9])~[*:10]~[*:11]~[O&D1&v2&H1&+0&!R:12].[C&D3&v4&H0&+0&!R&z3:1](=[O&D1&v2&H0&+0&!R:2])-[S&D2&v2&H0&+0&!R:21].[O&D1&v2&H0&+0&!R:17]~[*:16](~[O&D1&v2&H1&+0&!R:15])~[*:18]~[*:19]~[O&D1&v2&H1&+0&!R:20].[O&D2&v2&H0&+0&!R:4]-[P&D4&v5&H0&+0&!R:5]-[O&D1&v2&H1&+0&!R:6].[P&D4&v5&H0&+0&!R:13](=[O&D1&v2&H0&+0&!R:14])-[O&D1&v2&H1&+0&!R:3],[307],[1]
369,[*:1](~[O&D1&v2&H1&+0&!R:2])(~[O&D1&v2&H1&+0&!R:3])~[*:4]~[*:5]~[O&D1&v2&H1&+0&!R:6].[C&D3&v4&H0&+0&!R&z3:7](=[O&D1&v2&H0&+0&!R:8])-[S&D2&v2&H0&+0&!R:9].[O&D1&v2&H0&+0&!R:10]~[*:11](~[O&D1&v2&H1&+0&!R:12])~[*:13]~[*:14]~[O&D1&v2&H1&+0&!R:15].[O&D2&v2&H0&+0&!R:16]-[P&D4&v5&H0&+0&!R:17]-[O&D1&v2&H1&+0&!R:18].[P&D4&v5&H0&+0&!R:19](=[O&D1&v2&H0&+0&!R:20])-[O&D1&v2&H1&+0&!R:21]>>[C&D3&v4&H0&+0&!R&z3:7](=[O&D1&v2&H0&+0&!R:8])-[O&D1&v2&H1&+0&!R:21].[O&D1&v2&H1&+0&!R:16].[P&D4&v5&H0&+0&!R:17](-[O&D1&v2&H1&+0&!R:18])-[O&D2&v2&H0&+0&!R:2]~[*:1](~[O&D1&v2&H1&+0&!R:3])~[*:4]~[*:5]~[O&D1&v2&H1&+0&!R:6].[P&D4&v5&H0&+0&!R:19](=[O&D1&v2&H0&+0&!R:20])-[O&D2&v2&H0&+0&!R:12]~[*:11](~[O&D1&v2&H0&+0&!R:10])~[*:13]~[*:14]~[O&D1&v2&H1&+0&!R:15].[S&D1&v2&H1&+0&!R:9],[307],[1]
370,[O&D1&v2&H1&+0&!R:1]-[C&D3&v4&H1&+0&R&z2:2]1-[O&D2&v2&H0&+0&R:3]-[C&D2&v4&H2&+0&R&z1:4]~[H1@:5](~[O&D1&v2&H1&+0&!R:6])~[H1@@:7](~[O&D1&v2&H1&+0&!R:8])~[C@&D3&v4&H1&+0&R&z1:9]-1-[O&D1&v2&H1&+0&!R:10]>>[O&D1&v2&H1&+0&!R:1]-[C&D2&v4&H2&+0&!R&z1:2]-[C&D4&v4&H0&+0&R&z2:9]1(-[O&D1&v2&H1&+0&!R:10])-[O&D2&v2&H0&+0&R:3]-[C&D2&v4&H2&+0&R&z1:4]~[H1@:5](~[O&D1&v2&H1&+0&!R:6])~[H1@@:7]~1~[O&D1&v2&H1&+0&!R:8],"[308, 308]","[1, 2]"
371,[O&D1&v2&H1&+0&!R:1]-[C&D2&v4&H2&+0&!R&z1:2]-[C&D4&v4&H0&+0&R&z2:3]1(-[O&D1&v2&H1&+0&!R:4])-[O&D2&v2&H0&+0&R:5]-[C&D2&v4&H2&+0&R&z1:6]~[H1@:7](~[O&D1&v2&H1&+0&!R:8])~[H1@@:9]~1~[O&D1&v2&H1&+0&!R:10]>>[O&D1&v2&H1&+0&!R:1]-[C&D3&v4&H1&+0&R&z2:2]1-[O&D2&v2&H0&+0&R:5]-[C&D2&v4&H2&+0&R&z1:6]~[H1@:7](~[O&D1&v2&H1&+0&!R:8])~[H1@@:9](~[O&D1&v2&H1&+0&!R:10])~[C@&D3&v4&H1&+0&R&z1:3]-1-[O&D1&v2&H1&+0&!R:4],"[308, 308]","[1, 2]"
372,[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[O&D1&v2&H1&+0&!R:3].[O&D1&v2&H1&+0&!R:4].[P&D4&v5&H0&+0&!R:5](-[O&D1&v2&H1&+0&!R:6])-[O&D2&v2&H0&+0&!R:7]~[*:8](~[O&D1&v2&H1&+0&!R:9])~[*:10]~[*:11]~[O&D1&v2&H1&+0&!R:12]>>[*:8](~[O&D1&v2&H1&+0&!R:7])(~[O&D1&v2&H1&+0&!R:9])~[*:10]~[*:11]~[O&D1&v2&H1&+0&!R:12].[O&D2&v2&H0&+0&!R:4]-[C&D3&v4&H0&+0&!R&z2:1]=[O&D1&v2&H0&+0&!R:2].[P&D4&v5&H0&+0&!R:5](-[O&D1&v2&H1&+0&!R:3])-[O&D1&v2&H1&+0&!R:6],[309],[1]
373,[*:1](~[O&D1&v2&H1&+0&!R:2])(~[O&D1&v2&H1&+0&!R:3])~[*:4]~[*:5]~[O&D1&v2&H1&+0&!R:6].[O&D2&v2&H0&+0&!R:7]-[C&D3&v4&H0&+0&!R&z2:8]=[O&D1&v2&H0&+0&!R:9].[P&D4&v5&H0&+0&!R:10](-[O&D1&v2&H1&+0&!R:11])-[O&D1&v2&H1&+0&!R:12]>>[C&D3&v4&H0&+0&!R&z2:8](=[O&D1&v2&H0&+0&!R:9])-[O&D1&v2&H1&+0&!R:11].[O&D1&v2&H1&+0&!R:7].[P&D4&v5&H0&+0&!R:10](-[O&D1&v2&H1&+0&!R:12])-[O&D2&v2&H0&+0&!R:2]~[*:1](~[O&D1&v2&H1&+0&!R:3])~[*:4]~[*:5]~[O&D1&v2&H1&+0&!R:6],[309],[1]
374,[*:1](~[O&D1&v2&H1&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H0&+0&!R:5])(~[O&D1&v2&H1&+0&!R:6])~[O&D2&v2&H0&+0&!R:7]-[P&D4&v5&H0&+0&!R:8](-[O&D1&v2&H1&+0&!R:9])-[O&D1&v2&H1&+0&!R:10].[C&D3&v4&H0&+0&!R&z2:11](=[O&D1&v2&H0&+0&!R:12])-[O&D1&v2&H1&+0&!R:13].[O&D1&v2&H1&+0&!R:14]>>[*:1](~[O&D1&v2&H1&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H0&+0&!R:5])(~[O&D1&v2&H1&+0&!R:6])~[O&D1&v2&H1&+0&!R:7].[O&D2&v2&H0&+0&!R:14]-[C&D3&v4&H0&+0&!R&z2:11]=[O&D1&v2&H0&+0&!R:12].[P&D4&v5&H0&+0&!R:8](-[O&D1&v2&H1&+0&!R:9])(-[O&D1&v2&H1&+0&!R:13])-[O&D1&v2&H1&+0&!R:10],[310],[1]
375,[*:1](~[O&D1&v2&H1&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H0&+0&!R:5])(~[O&D1&v2&H1&+0&!R:6])~[O&D1&v2&H1&+0&!R:7].[O&D2&v2&H0&+0&!R:8]-[C&D3&v4&H0&+0&!R&z2:9]=[O&D1&v2&H0&+0&!R:10].[P&D4&v5&H0&+0&!R:11](-[O&D1&v2&H1&+0&!R:12])(-[O&D1&v2&H1&+0&!R:13])-[O&D1&v2&H1&+0&!R:14]>>[*:1](~[O&D1&v2&H1&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H0&+0&!R:5])(~[O&D1&v2&H1&+0&!R:6])~[O&D2&v2&H0&+0&!R:7]-[P&D4&v5&H0&+0&!R:11](-[O&D1&v2&H1&+0&!R:12])-[O&D1&v2&H1&+0&!R:14].[C&D3&v4&H0&+0&!R&z2:9](=[O&D1&v2&H0&+0&!R:10])-[O&D1&v2&H1&+0&!R:13].[O&D1&v2&H1&+0&!R:8],[310],[1]
376,[O&D1&v2&H0&+0&!R:1]=[C&D3&v4&H0&+0&!R&z2:2](-[O&D1&v2&H1&+0&!R:3])-[C&D3&v4&H1&+0&!R&z1:4](-[C&D2&v4&H2&+0&!R&z1:5]-[O&D1&v2&H1&+0&!R:6])~[*:7]~[*:8]~[O&D1&v2&H1&+0&!R:9]>>[C&D1&v4&H2&+0&!R&z0:5]=[C&D3&v4&H0&+0&!R&z1:4](~[*:7]~[*:8]~[O&D1&v2&H1&+0&!R:9])-[C&D3&v4&H0&+0&!R&z2:2](=[O&D1&v2&H0&+0&!R:1])-[O&D1&v2&H1&+0&!R:3].[O&D0&v2&H2&+0&!R:6],[311],[1]
377,[C&D1&v4&H2&+0&!R&z0:1]=[C&D3&v4&H0&+0&!R&z1:2](~[*:3]~[*:4]~[O&D1&v2&H1&+0&!R:5])-[C&D3&v4&H0&+0&!R&z2:6](=[O&D1&v2&H0&+0&!R:7])-[O&D1&v2&H1&+0&!R:8].[O&D0&v2&H2&+0&!R:9]>>[O&D1&v2&H0&+0&!R:7]=[C&D3&v4&H0&+0&!R&z2:6](-[O&D1&v2&H1&+0&!R:8])-[C&D3&v4&H1&+0&!R&z1:2](-[C&D2&v4&H2&+0&!R&z1:1]-[O&D1&v2&H1&+0&!R:9])~[*:3]~[*:4]~[O&D1&v2&H1&+0&!R:5],[311],[1]
378,[C&D3&v4&H1&+0&!R&z1:1]-[O&D1&v2&H1&+0&!R:2].[c&D3&v4&H0&+0&R&z0:3]1:[c&D2&v4&H1&+0&R&z0:4]:[c&D2&v4&H1&+0&R&z0:5]:[c&D2&v4&H1&+0&R&z1:6]:[n&D3&v4&H0&+&R:7]:[c&D2&v4&H1&+0&R&z1:8]:1>>[C&D3&v4&H0&+0&R&z0:3]1=[C&D2&v4&H1&+0&R&z1:8]-[N&D3&v3&H0&+0&R:7]-[C&D2&v4&H1&+0&R&z1:6]=[C&D2&v4&H1&+0&R&z0:5]-[C&D2&v4&H2&+0&R&z0:4]-1.[O&D1&v2&H0&+0&!R:2]=[C&D3&v4&H0&+0&!R&z1:1],[312],[1]
379,[C&D3&v4&H0&+0&R&z0:1]1=[C&D2&v4&H1&+0&R&z1:2]-[N&D3&v3&H0&+0&R:3]-[C&D2&v4&H1&+0&R&z1:4]=[C&D2&v4&H1&+0&R&z0:5]-[C&D2&v4&H2&+0&R&z0:6]-1.[O&D1&v2&H0&+0&!R:7]=[C&D3&v4&H0&+0&!R&z1:8]>>[C&D3&v4&H1&+0&!R&z1:8]-[O&D1&v2&H1&+0&!R:7].[c&D3&v4&H0&+0&R&z0:1]1:[c&D2&v4&H1&+0&R&z0:6]:[c&D2&v4&H1&+0&R&z0:5]:[c&D2&v4&H1&+0&R&z1:4]:[n&D3&v4&H0&+&R:3]:[c&D2&v4&H1&+0&R&z1:2]:1,[312],[1]
380,[O&D0&v2&H2&+0&!R:1].[O&D2&v2&H0&+0&R:2]-[C@@&D3&v4&H1&+0&R&z2:3](-[n&D3&v3&H0&+0&R:4])-[C&D2&v4&H2&+0&R&z0:5]>>[O&D2&v2&H0&+0&R:2]-[C&D3&v4&H1&+0&R&z2:3](-[O&D1&v2&H1&+0&!R:1])-[C&D2&v4&H2&+0&R&z0:5].[n&D2&v3&H1&+0&R:4],[313],[1]
381,[O&D2&v2&H0&+0&R:1]-[C&D3&v4&H1&+0&R&z2:2](-[O&D1&v2&H1&+0&!R:3])-[C&D2&v4&H2&+0&R&z0:4].[n&D2&v3&H1&+0&R:5]>>[O&D0&v2&H2&+0&!R:3].[O&D2&v2&H0&+0&R:1]-[C@@&D3&v4&H1&+0&R&z2:2](-[n&D3&v3&H0&+0&R:5])-[C&D2&v4&H2&+0&R&z0:4],[313],[1]
382,[*:1]/[C&D2&v4&H1&+0&!R&z1:2]=[C&D2&v4&H1&+0&!R&z0:3]/[C&D3&v4&H0&+0&!R&z2:4]=[O&D1&v2&H0&+0&!R:5].[O&D0&v2&H2&+0&!R:6]>>[*:1]-[C&D3&v4&H1&+0&!R&z2:2](-[O&D1&v2&H1&+0&!R:6])-[C&D2&v4&H2&+0&!R&z0:3]-[C&D3&v4&H0&+0&!R&z2:4]=[O&D1&v2&H0&+0&!R:5],[315],[1]
383,[*:1]-[C&D3&v4&H1&+0&!R&z2:2](-[O&D1&v2&H1&+0&!R:3])-[C&D2&v4&H2&+0&!R&z0:4]-[C&D3&v4&H0&+0&!R&z2:5]=[O&D1&v2&H0&+0&!R:6]>>[*:1]/[C&D2&v4&H1&+0&!R&z1:2]=[C&D2&v4&H1&+0&!R&z0:4]/[C&D3&v4&H0&+0&!R&z2:5]=[O&D1&v2&H0&+0&!R:6].[O&D0&v2&H2&+0&!R:3],[315],[1]
384,[N&D1&v3&H2&+0&!R:1].[N&D1&v3&H2&+0&!R:2]-[C&D3&v4&H0&+0&!R&z3:3](=[O&D1&v2&H0&+0&!R:4])-[N&D2&v3&H1&+0&!R:5]-[C&D2&v4&H2&+0&!R&z1:6].[P&D4&v5&H0&+0&!R:7](=[O&D1&v2&H0&+0&!R:8])-[O&D2&v2&H0&+0&!R:9]~[*:10](~[O&D1&v2&H0&+0&!R:11])~[*:12]~[*:13]~[O&D1&v2&H1&+0&!R:14]>>[N&D1&v3&H2&+0&!R:2]/[C&D3&v4&H0&+0&!R&z3:3](=[N&D2&v3&H0&+0&!R:5]\[C&D2&v4&H2&+0&!R&z1:6])-[N&D2&v3&H1&+0&!R:1].[O&D1&v2&H0&+0&!R:11]~[*:10](~[O&D1&v2&H1&+0&!R:9])~[*:12]~[*:13]~[O&D1&v2&H1&+0&!R:14].[P&D4&v5&H0&+0&!R:7](=[O&D1&v2&H0&+0&!R:8])-[O&D1&v2&H1&+0&!R:4],[316],[1]
385,[N&D1&v3&H2&+0&!R:1]/[C&D3&v4&H0&+0&!R&z3:2](=[N&D2&v3&H0&+0&!R:3]\[C&D2&v4&H2&+0&!R&z1:4])-[N&D2&v3&H1&+0&!R:5].[O&D1&v2&H0&+0&!R:6]~[*:7](~[O&D1&v2&H1&+0&!R:8])~[*:9]~[*:10]~[O&D1&v2&H1&+0&!R:11].[P&D4&v5&H0&+0&!R:12](=[O&D1&v2&H0&+0&!R:13])-[O&D1&v2&H1&+0&!R:14]>>[N&D1&v3&H2&+0&!R:5].[N&D1&v3&H2&+0&!R:1]-[C&D3&v4&H0&+0&!R&z3:2](=[O&D1&v2&H0&+0&!R:14])-[N&D2&v3&H1&+0&!R:3]-[C&D2&v4&H2&+0&!R&z1:4].[P&D4&v5&H0&+0&!R:12](=[O&D1&v2&H0&+0&!R:13])-[O&D2&v2&H0&+0&!R:8]~[*:7](~[O&D1&v2&H0&+0&!R:6])~[*:9]~[*:10]~[O&D1&v2&H1&+0&!R:11],[316],[1]
386,[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[O&D1&v2&H1&+0&!R:3].[N&D1&v3&H2&+0&!R:4].[O&D2&v2&H0&+0&!R:5]-[P&D4&v5&H0&+0&!R:6]-[O&D1&v2&H1&+0&!R:7]>>[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[N&D2&v3&H1&+0&!R:4].[O&D1&v2&H1&+0&!R:5].[P&D4&v5&H0&+0&!R:6](-[O&D1&v2&H1&+0&!R:3])-[O&D1&v2&H1&+0&!R:7],[317],[1]
387,[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[N&D2&v3&H1&+0&!R:3].[O&D1&v2&H1&+0&!R:4].[P&D4&v5&H0&+0&!R:5](-[O&D1&v2&H1&+0&!R:6])-[O&D1&v2&H1&+0&!R:7]>>[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[O&D1&v2&H1&+0&!R:6].[N&D1&v3&H2&+0&!R:3].[O&D2&v2&H0&+0&!R:4]-[P&D4&v5&H0&+0&!R:5]-[O&D1&v2&H1&+0&!R:7],[317],[1]
388,[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[O&D1&v2&H1&+0&!R:3].[O&D1&v2&H1&+0&!R:4].[P&D4&v5&H0&+0&!R:5](-[O&D1&v2&H1&+0&!R:6])-[O&D2&v2&H0&+0&!R:7]~[*:8]~[O&D1&v2&H1&+0&!R:9]>>[*:8](~[O&D1&v2&H1&+0&!R:7])~[O&D1&v2&H1&+0&!R:9].[O&D2&v2&H0&+0&!R:4]-[C&D3&v4&H0&+0&!R&z2:1]=[O&D1&v2&H0&+0&!R:2].[P&D4&v5&H0&+0&!R:5](-[O&D1&v2&H1&+0&!R:3])-[O&D1&v2&H1&+0&!R:6],[318],[1]
389,[*:1](~[O&D1&v2&H1&+0&!R:2])~[O&D1&v2&H1&+0&!R:3].[O&D2&v2&H0&+0&!R:4]-[C&D3&v4&H0&+0&!R&z2:5]=[O&D1&v2&H0&+0&!R:6].[P&D4&v5&H0&+0&!R:7](-[O&D1&v2&H1&+0&!R:8])-[O&D1&v2&H1&+0&!R:9]>>[C&D3&v4&H0&+0&!R&z2:5](=[O&D1&v2&H0&+0&!R:6])-[O&D1&v2&H1&+0&!R:8].[O&D1&v2&H1&+0&!R:4].[P&D4&v5&H0&+0&!R:7](-[O&D1&v2&H1&+0&!R:9])-[O&D2&v2&H0&+0&!R:2]~[*:1]~[O&D1&v2&H1&+0&!R:3],[318],[1]
