id,smarts,sources,hash
EVODEX.2-Dm338,[#6:9]-[#6:7](-[#7:2](-[#1])-[#1])(-[#6:10]=[#8:13])-[#1]>>[#6]-[#6](-[#7:2](-[#1])-[#1])(-[#6]=[#8])-[#1].[#6:9]-[#6:7](=[#8])-[#6:10]=[#8:13],"EVODEX.2-P1027,EVODEX.2-P1848,EVODEX.2-P1866,EVODEX.2-P1873,EVODEX.2-P2046,EVODEX.2-P2051,EVODEX.2-P2053,EVODEX.2-P2059,EVODEX.2-P2892,EVODEX.2-P3278,EVODEX.2-P3284,EVODEX.2-P3316,EVODEX.2-P3347,EVODEX.2-P3360,EVODEX.2-P3382,EVODEX.2-P922,EVODEX.2-P923,EVODEX.2-P934,EVODEX.2-P954,EVODEX.2-P958",29018984517969511898073780017786422931947044721539952638402136469949545890626
EVODEX.2-Dm345,[#6]-[#6](-[#7:2](-[#1])-[#1])(-[#6]=[#8])-[#1].[#6:3]-[#6:1](=[#8])-[#6:4]=[#8:5]>>[#6:3]-[#6:1](-[#7:2](-[#1])-[#1])(-[#6:4]=[#8:5])-[#1],"EVODEX.2-P1026,EVODEX.2-P1096,EVODEX.2-P1672,EVODEX.2-P1675,EVODEX.2-P1851,EVODEX.2-P1869,EVODEX.2-P1870,EVODEX.2-P1872,EVODEX.2-P2058,EVODEX.2-P2086,EVODEX.2-P2128,EVODEX.2-P2130,EVODEX.2-P2135,EVODEX.2-P2141,EVODEX.2-P2252,EVODEX.2-P3202,EVODEX.2-P3329,EVODEX.2-P3548,EVODEX.2-P3550,EVODEX.2-P931",44317964213351116313636053199126598175059252674889067594377478641555578221164
EVODEX.2-Dm351,[#6:9]-[#6:7](-[#7](-[#1])-[#1])(-[#6:10]=[#8:12])-[#1].[#6]-[#6](=[#8:8])-[#6]=[#8]>>[#6:9]-[#6:7](=[#8:8])-[#6:10]=[#8:12],"EVODEX.2-P1846,EVODEX.2-P1864,EVODEX.2-P1948,EVODEX.2-P2049,EVODEX.2-P2052,EVODEX.2-P2056,EVODEX.2-P2057,EVODEX.2-P2097,EVODEX.2-P2136,EVODEX.2-P3277,EVODEX.2-P3314,EVODEX.2-P3346,EVODEX.2-P3359,EVODEX.2-P3362,EVODEX.2-P3378,EVODEX.2-P953,EVODEX.2-P955,EVODEX.2-P956,EVODEX.2-P960,EVODEX.2-P961",102084075279619340427070392166339826441034690027012892117579293163765569512508
EVODEX.2-Dm352,[#6:3]-[#6:1](=[#8:8])-[#6:4]=[#8:5]>>[#6:3]-[#6:1](-[#7](-[#1])-[#1])(-[#6:4]=[#8:5])-[#1].[#6]-[#6](=[#8:8])-[#6]=[#8],"EVODEX.2-P1847,EVODEX.2-P1849,EVODEX.2-P1850,EVODEX.2-P1865,EVODEX.2-P1871,EVODEX.2-P2129,EVODEX.2-P2131,EVODEX.2-P2137,EVODEX.2-P2139,EVODEX.2-P2140,EVODEX.2-P3203,EVODEX.2-P3315,EVODEX.2-P3330,EVODEX.2-P3334,EVODEX.2-P3549,EVODEX.2-P3551,EVODEX.2-P3552,EVODEX.2-P3553,EVODEX.2-P3554,EVODEX.2-P957",31911730183881457870051470804317873569896826369423518723799022393139234873699
EVODEX.2-Dm254,[#15:4](=[#8:6])-[#8:2]-[#1]>>[#15:4](=[#8:6])-[#8:2]-[#15](=[#8])(-[#8])-[#8],"EVODEX.2-P1220,EVODEX.2-P1592,EVODEX.2-P1810,EVODEX.2-P2243,EVODEX.2-P2269,EVODEX.2-P2323,EVODEX.2-P2902,EVODEX.2-P2969,EVODEX.2-P3406,EVODEX.2-P3583,EVODEX.2-P3587,EVODEX.2-P3619,EVODEX.2-P3647,EVODEX.2-P3653,EVODEX.2-P655,EVODEX.2-P657",50025437054594512027264450572781825993793505979475048475663976203034249485132
EVODEX.2-Dm45,[#6:3]-[#6:1](-[#8:53]-[#1])(-[#6:4])-[#1:71]>>[#6:3]-[#6:1](-[#8]-[#6])(-[#6:4])-[#1:71].[#8:53](-[#1])-[#1],"EVODEX.2-P108,EVODEX.2-P118,EVODEX.2-P1792,EVODEX.2-P2650,EVODEX.2-P279,EVODEX.2-P301,EVODEX.2-P307,EVODEX.2-P67,EVODEX.2-P685,EVODEX.2-P78,EVODEX.2-P85,EVODEX.2-P90,EVODEX.2-P93,EVODEX.2-P95,EVODEX.2-P99",39230841231923637151670398160447680807981713742463674838033003575355578065519
EVODEX.2-Dm51,[#6:3]-[#6:1](-[#6:4])(-[#8]-[#6])-[#1:105].[#8:2](-[#1])-[#1]>>[#6:3]-[#6:1](-[#8:2]-[#1])(-[#6:4])-[#1:105],"EVODEX.2-P100,EVODEX.2-P101,EVODEX.2-P112,EVODEX.2-P120,EVODEX.2-P1787,EVODEX.2-P2651,EVODEX.2-P303,EVODEX.2-P306,EVODEX.2-P308,EVODEX.2-P686,EVODEX.2-P74,EVODEX.2-P77,EVODEX.2-P92,EVODEX.2-P96,EVODEX.2-P97",57645005133008282522413142355225438952596157045056928917896271924777806155125
EVODEX.2-Dm165,[#6:2]-[#16:1]-[#6:30](=[#8:32])-[#6:33]>>[#6:2]-[#16:1]-[#1].[#6]-[#7](-[#6:30](=[#8:32])-[#6:33])-[#1],"EVODEX.2-P2411,EVODEX.2-P2439,EVODEX.2-P2457,EVODEX.2-P2459,EVODEX.2-P2534,EVODEX.2-P2539,EVODEX.2-P2548,EVODEX.2-P2550,EVODEX.2-P2580,EVODEX.2-P2630,EVODEX.2-P341,EVODEX.2-P343,EVODEX.2-P344,EVODEX.2-P345,EVODEX.2-P348",5169654836708686748494403513901515699047596529133706268513333064272036094580
EVODEX.2-Dm171,[#6:3]-[#16:2]-[#1].[#6]-[#7](-[#6:1](=[#8:50])-[#6:51])-[#1]>>[#6:51]-[#6:1](=[#8:50])-[#16:2]-[#6:3],"EVODEX.2-P1247,EVODEX.2-P1248,EVODEX.2-P1311,EVODEX.2-P1315,EVODEX.2-P1327,EVODEX.2-P1329,EVODEX.2-P1343,EVODEX.2-P1346,EVODEX.2-P1356,EVODEX.2-P1365,EVODEX.2-P357,EVODEX.2-P358,EVODEX.2-P359,EVODEX.2-P360,EVODEX.2-P366",47618018375332571745084810220913017964686473211679011211755574117334199740059
EVODEX.2-Dm284,[#6:3]-[#6:1](=[#8:4])-[#7](-[#6])-[#1].[#8:2](-[#1])-[#1]>>[#6:3]-[#6:1](=[#8:4])-[#8:2]-[#1],"EVODEX.2-P1748,EVODEX.2-P1758,EVODEX.2-P1766,EVODEX.2-P2068,EVODEX.2-P2209,EVODEX.2-P2360,EVODEX.2-P2480,EVODEX.2-P2482,EVODEX.2-P2484,EVODEX.2-P2668,EVODEX.2-P2717,EVODEX.2-P2718,EVODEX.2-P2906,EVODEX.2-P2908,EVODEX.2-P796",51403231428235836922268362061359936879888051347579518356356234141627302081145
EVODEX.2-Dm103,[#6:3]-[#6:1](=[#8:4])-[#8:21]-[#1]>>[#6]-[#7](-[#6:1](=[#8:4])-[#6:3])-[#1].[#8:21](-[#1])-[#1],"EVODEX.2-P1120,EVODEX.2-P1780,EVODEX.2-P1782,EVODEX.2-P1923,EVODEX.2-P2073,EVODEX.2-P218,EVODEX.2-P2357,EVODEX.2-P2362,EVODEX.2-P2538,EVODEX.2-P2674,EVODEX.2-P2720,EVODEX.2-P2910,EVODEX.2-P2912,EVODEX.2-P800",31491515950571714231919089658924533255101330876147433214372274694343291577537
EVODEX.2-Dm133,[#8:6](-[#1])-[#1].[#8:8]-[#15:7](=[#8:9])(-[#8:10])-[#8]-[#15]=[#8]>>[#8:8]-[#15:7](=[#8:9])(-[#8:6]-[#1])-[#8:10],"EVODEX.2-P1453,EVODEX.2-P1811,EVODEX.2-P2080,EVODEX.2-P2398,EVODEX.2-P2554,EVODEX.2-P267,EVODEX.2-P2957,EVODEX.2-P3579,EVODEX.2-P3766,EVODEX.2-P3767,EVODEX.2-P3768,EVODEX.2-P671",71243416853847366905926458233139399745264501944168737714528004217866003214927
EVODEX.2-Dm98,[#6:31]-[#6:1](=[#8:32])-[#8:46]-[#1].[#8:48]-[#15:47](=[#8:49])(-[#8:50])-[#8]-[#15]=[#8]>>[#6]-[#16]-[#6:1](=[#8:32])-[#6:31].[#8:48]-[#15:47](=[#8:49])(-[#8:46]-[#1])-[#8:50],"EVODEX.2-P1252,EVODEX.2-P1269,EVODEX.2-P1299,EVODEX.2-P1363,EVODEX.2-P1408,EVODEX.2-P1419,EVODEX.2-P212,EVODEX.2-P420,EVODEX.2-P437,EVODEX.2-P461,EVODEX.2-P472",40346362925832453186193097424267639066383797498546158486095123936660417957034
EVODEX.2-Dm200,[#6]-[#16]-[#6:30](=[#8:32])-[#6:33].[#15:38](=[#8:40])-[#8:36]-[#1]>>[#6:33]-[#6:30](=[#8:32])-[#8]-[#1].[#15:38](=[#8:40])-[#8:36]-[#15](=[#8])(-[#8])-[#8],"EVODEX.2-P1536,EVODEX.2-P1699,EVODEX.2-P1815,EVODEX.2-P2078,EVODEX.2-P2276,EVODEX.2-P2735,EVODEX.2-P477,EVODEX.2-P481,EVODEX.2-P487,EVODEX.2-P578,EVODEX.2-P581",21707528116519578422173874143845794994250368296988933527925664750294336676220
EVODEX.2-Dm29,[#6:3]-[#16:2]-[#6](=[#8])-[#6].[#6:50]-[#6:1](=[#8:51])-[#8]-[#1]>>[#6:50]-[#6:1](=[#8:51])-[#16:2]-[#6:3],"EVODEX.2-P1112,EVODEX.2-P1153,EVODEX.2-P1196,EVODEX.2-P1197,EVODEX.2-P1198,EVODEX.2-P1510,EVODEX.2-P1512,EVODEX.2-P41,EVODEX.2-P593,EVODEX.2-P833",91737651620163994192851125427681965864540894277688885249695774307552463145912
EVODEX.2-Dm49,[#6:43]-[#8:42]-[#6](-[#6]=[#8])(-[#6])-[#8]>>[#6:43]-[#8:42]-[#1],"EVODEX.2-P121,EVODEX.2-P229,EVODEX.2-P231,EVODEX.2-P235,EVODEX.2-P2591,EVODEX.2-P2597,EVODEX.2-P284,EVODEX.2-P286,EVODEX.2-P71,EVODEX.2-P73",52155487624910935334777475453804921772741863456611174317310516407228139544451
EVODEX.2-Dm63,[#6:22]-[#8:2]-[#1]>>[#6:22]-[#8:2]-[#6](-[#6]=[#8])(-[#6])-[#8],"EVODEX.2-P1044,EVODEX.2-P114,EVODEX.2-P227,EVODEX.2-P230,EVODEX.2-P233,EVODEX.2-P234,EVODEX.2-P2593,EVODEX.2-P399,EVODEX.2-P687,EVODEX.2-P689",108691202698318307513926901729757567945881695039164413956726563280145751416976
EVODEX.2-Dm73,[#6:3]-[#6:1](-[#8:118]-[#15:120]=[#8:121])(-[#6:4])-[#1:202]>>[#6:3]-[#6:1](-[#8]-[#1])(-[#6:4])-[#1:202].[#8]-[#15](=[#8])(-[#8])-[#8:118]-[#15:120]=[#8:121],"EVODEX.2-P156,EVODEX.2-P260,EVODEX.2-P2679,EVODEX.2-P2808,EVODEX.2-P289,EVODEX.2-P3606,EVODEX.2-P3637,EVODEX.2-P3669,EVODEX.2-P620,EVODEX.2-P621",81171381848393146557278036749458193745082209899737497353378075463821213539839
EVODEX.2-Dm77,[#6:3]-[#6:1](-[#8:34]-[#1])(-[#1:36])-[#1:37]>>[#6:3]-[#6:1](-[#8]-[#6]=[#8])(-[#1:36])-[#1:37].[#8:34](-[#1])-[#1],"EVODEX.2-P163,EVODEX.2-P2215,EVODEX.2-P2235,EVODEX.2-P2373,EVODEX.2-P2378,EVODEX.2-P2399,EVODEX.2-P2403,EVODEX.2-P2499,EVODEX.2-P2503,EVODEX.2-P2505",18072873802840798580519710826926831610863957368217505084839924844261920222632
EVODEX.2-Dm80,[#6:3]-[#6:1](-[#8]-[#6]=[#8])(-[#1:36])-[#1:37].[#8:2](-[#1])-[#1]>>[#6:3]-[#6:1](-[#8:2]-[#1])(-[#1:36])-[#1:37],"EVODEX.2-P167,EVODEX.2-P2217,EVODEX.2-P2236,EVODEX.2-P2379,EVODEX.2-P2404,EVODEX.2-P2405,EVODEX.2-P2506,EVODEX.2-P2508,EVODEX.2-P2510,EVODEX.2-P2511",91456629083461206972429915378490690425938979751658946714851775964588187887031
EVODEX.2-Dm84,[#6:3]-[#6:1](-[#8]-[#1])(-[#6:4])-[#1:70].[#8]-[#15](=[#8])(-[#8])-[#8:2]-[#15:28]=[#8:29]>>[#6:3]-[#6:1](-[#8:2]-[#15:28]=[#8:29])(-[#6:4])-[#1:70],"EVODEX.2-P1222,EVODEX.2-P175,EVODEX.2-P2407,EVODEX.2-P259,EVODEX.2-P280,EVODEX.2-P3601,EVODEX.2-P3602,EVODEX.2-P3722,EVODEX.2-P3724,EVODEX.2-P619",69941580907551697736315829578650864394128526129087551608661357391896270540045
EVODEX.2-Dm99,[#6:3]-[#16:2]-[#1].[#6:31]-[#6:1](=[#8:32])-[#8]-[#1].[#8]-[#15](=[#8])(-[#8])-[#8:35]-[#15:36]=[#8:37]>>[#6:3]-[#16:2]-[#6:1](=[#8:32])-[#6:31].[#8:37]=[#15:36]-[#8:35]-[#1],"EVODEX.2-P1255,EVODEX.2-P1260,EVODEX.2-P1264,EVODEX.2-P1292,EVODEX.2-P1409,EVODEX.2-P1410,EVODEX.2-P1414,EVODEX.2-P1416,EVODEX.2-P214,EVODEX.2-P459",3406144817763624426220419413108547281520448490685105799676193248828107537880
EVODEX.2-Dm100,[#6:31]-[#6:1](=[#8:32])-[#8]-[#1].[#8]-[#15](=[#8])(-[#8])-[#8:35]-[#15:36]=[#8:37]>>[#6]-[#16]-[#6:1](=[#8:32])-[#6:31].[#8:37]=[#15:36]-[#8:35]-[#1],"EVODEX.2-P1268,EVODEX.2-P1271,EVODEX.2-P1273,EVODEX.2-P1318,EVODEX.2-P1367,EVODEX.2-P215,EVODEX.2-P415,EVODEX.2-P467,EVODEX.2-P474,EVODEX.2-P476",31074996501992604227318348118029543901855841803948975395312032188574964243723
EVODEX.2-Dm101,[#6:31]-[#6:1](=[#8:32])-[#8:44]-[#1]>>[#6]-[#16]-[#6:1](=[#8:32])-[#6:31].[#8]-[#15](=[#8])(-[#8:44]-[#1])-[#8],"EVODEX.2-P1202,EVODEX.2-P1249,EVODEX.2-P1335,EVODEX.2-P1340,EVODEX.2-P1413,EVODEX.2-P216,EVODEX.2-P421,EVODEX.2-P446,EVODEX.2-P451,EVODEX.2-P458",324344662840325545894785544116812438479276255504224115784784987406445391093
EVODEX.2-Dm109,[#6:17]-[#7:16](-[#6:1](=[#8:3])-[#6:4])-[#1].[#8:46]=[#15:23](-[#8:2]-[#1])(-[#8:47])-[#8:48]>>[#6:4]-[#6:1](=[#8:3])-[#8:2]-[#1].[#6:17]-[#7:16](-[#1])-[#1].[#15](=[#8])-[#8]-[#15:23](=[#8:46])(-[#8:47])-[#8:48],"EVODEX.2-P1215,EVODEX.2-P1221,EVODEX.2-P1655,EVODEX.2-P1938,EVODEX.2-P224,EVODEX.2-P3343,EVODEX.2-P3412,EVODEX.2-P3514,EVODEX.2-P361,EVODEX.2-P808",80836814046590529663784262941250345710833381965246230314932035175998616906171
EVODEX.2-Dm110,[#6:50]-[#6:1](=[#8:51])-[#7](-[#6])-[#1]>>[#6:50]-[#6:1](=[#8:51])-[#16]-[#6],"EVODEX.2-P1300,EVODEX.2-P1305,EVODEX.2-P1312,EVODEX.2-P1328,EVODEX.2-P1330,EVODEX.2-P1344,EVODEX.2-P1347,EVODEX.2-P1348,EVODEX.2-P1445,EVODEX.2-P225",99062223394747817070753641889479814345482835209079408914414591924020825209082
EVODEX.2-Dm111,[#6:31]-[#6:1](=[#8:32])-[#7:36](-[#6:37])-[#1]>>[#6]-[#16]-[#6:1](=[#8:32])-[#6:31].[#6:37]-[#7:36](-[#1])-[#1],"EVODEX.2-P1030,EVODEX.2-P1039,EVODEX.2-P1287,EVODEX.2-P1351,EVODEX.2-P226,EVODEX.2-P364,EVODEX.2-P365,EVODEX.2-P463,EVODEX.2-P464,EVODEX.2-P680",28476706374103852497072769712863188768230540164036008591888556021337944484912
EVODEX.2-Dm112,[#6:31]-[#6:1](=[#8:32])-[#8:36]-[#6:37]>>[#6]-[#16]-[#6:1](=[#8:32])-[#6:31].[#6:37]-[#8:36]-[#1],"EVODEX.2-P1060,EVODEX.2-P1282,EVODEX.2-P1298,EVODEX.2-P1313,EVODEX.2-P1388,EVODEX.2-P237,EVODEX.2-P424,EVODEX.2-P425,EVODEX.2-P442,EVODEX.2-P469",15344347473882634885820818379552918147582336569799658485608168020348141682841
EVODEX.2-Dm135,[#6:51]-[#6:49](=[#8:52])-[#16]-[#6].[#6:67]-[#8:50]-[#1]>>[#6:67]-[#8:50]-[#6:49](=[#8:52])-[#6:51],"EVODEX.2-P1168,EVODEX.2-P1739,EVODEX.2-P2532,EVODEX.2-P271,EVODEX.2-P485,EVODEX.2-P568,EVODEX.2-P570,EVODEX.2-P573,EVODEX.2-P574,EVODEX.2-P801",37173966211546702383505553275839489138759105464615292870686731108545411514154
EVODEX.2-Dm142,[#6:3]-[#6:1](-[#8]-[#1])(-[#1:138])-[#1:139].[#8]-[#15](=[#8])(-[#8])-[#8:2]-[#15:66]=[#8:67]>>[#6:3]-[#6:1](-[#8:2]-[#15:66]=[#8:67])(-[#1:138])-[#1:139],"EVODEX.2-P2374,EVODEX.2-P2375,EVODEX.2-P2500,EVODEX.2-P2522,EVODEX.2-P2824,EVODEX.2-P287,EVODEX.2-P2995,EVODEX.2-P3351,EVODEX.2-P3721,EVODEX.2-P3732",33897121951938699533936151378067555121946146145738255789132194405142677392850
