Name	Reactants	SMARTS	Products
728_0	WATER;ACETYL-COA	[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:4])-[O&D2&v2&H0&+0&!R:5]>>[O&D1&v2&H1&+0&!R:5].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:1])-[O&D1&v2&H1&+0&!R:4]	Any;Any
728_1	WATER;Any	[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:4])-[O&D2&v2&H0&+0&!R:5]>>[O&D1&v2&H1&+0&!R:5].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:1])-[O&D1&v2&H1&+0&!R:4]	Any;Any
728_2	WATER;Any	[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:4])-[O&D2&v2&H0&+0&!R:5]>>[O&D1&v2&H1&+0&!R:5].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:1])-[O&D1&v2&H1&+0&!R:4]	Any;PPI
728_3	WATER;Any	[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:4])-[O&D2&v2&H0&+0&!R:5]>>[O&D1&v2&H1&+0&!R:5].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:1])-[O&D1&v2&H1&+0&!R:4]	Any;Pi
728_4	WATER;Any	[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:4])-[O&D2&v2&H0&+0&!R:5]>>[O&D1&v2&H1&+0&!R:5].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:1])-[O&D1&v2&H1&+0&!R:4]	PPI;Any
728_5	WATER;Any	[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:4])-[O&D2&v2&H0&+0&!R:5]>>[O&D1&v2&H1&+0&!R:5].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:1])-[O&D1&v2&H1&+0&!R:4]	PPI;Pi
728_6	WATER;Any	[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:4])-[O&D2&v2&H0&+0&!R:5]>>[O&D1&v2&H1&+0&!R:5].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:1])-[O&D1&v2&H1&+0&!R:4]	Pi;Any
728_7	WATER;Any	[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:4])-[O&D2&v2&H0&+0&!R:5]>>[O&D1&v2&H1&+0&!R:5].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:1])-[O&D1&v2&H1&+0&!R:4]	SULFATE;Any
728_8	WATER;CoA	[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:4])-[O&D2&v2&H0&+0&!R:5]>>[O&D1&v2&H1&+0&!R:5].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:1])-[O&D1&v2&H1&+0&!R:4]	Any;Any
728_9	WATER;GLUCOSYL_DONOR_CoF	[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:4])-[O&D2&v2&H0&+0&!R:5]>>[O&D1&v2&H1&+0&!R:5].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:1])-[O&D1&v2&H1&+0&!R:4]	Any;GLUCOSYL_ACCEPTOR_CoF
728_10	WATER;PHOSPHATE_DONOR_CoF	[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:4])-[O&D2&v2&H0&+0&!R:5]>>[O&D1&v2&H1&+0&!R:5].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:1])-[O&D1&v2&H1&+0&!R:4]	PHOSPHATE_ACCEPTOR_CoF;PHOSPHATE_ACCEPTOR_CoF
728_11	WATER;PHOSPHATE_DONOR_CoF	[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:4])-[O&D2&v2&H0&+0&!R:5]>>[O&D1&v2&H1&+0&!R:5].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:1])-[O&D1&v2&H1&+0&!R:4]	PHOSPHATE_ACCEPTOR_CoF;Pi
728_12	WATER;PHOSPHATE_DONOR_CoF	[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:4])-[O&D2&v2&H0&+0&!R:5]>>[O&D1&v2&H1&+0&!R:5].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:1])-[O&D1&v2&H1&+0&!R:4]	Pi;PHOSPHATE_ACCEPTOR_CoF
728_13	WATER;PPI	[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:4])-[O&D2&v2&H0&+0&!R:5]>>[O&D1&v2&H1&+0&!R:5].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:1])-[O&D1&v2&H1&+0&!R:4]	Pi;Pi
728_14	WATER;PRENYL_DONOR_CoF	[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:4])-[O&D2&v2&H0&+0&!R:5]>>[O&D1&v2&H1&+0&!R:5].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:1])-[O&D1&v2&H1&+0&!R:4]	Any;PRENYL_ACCEPTOR_CoF
728_15	WATER;PYROPHOSPHATE_DONOR_CoF	[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:4])-[O&D2&v2&H0&+0&!R:5]>>[O&D1&v2&H1&+0&!R:5].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])(-[O&D1&v2&H1&+0&!R:1])-[O&D1&v2&H1&+0&!R:4]	PPI;PYROPHOSPHATE_ACCEPTOR_CoF
