Name	Reactants	SMARTS	Products
3977_0	Any;WATER	[C&D2&v4&H2&+0&!R&z0:1]-[C&D3&v4&H0&+0&!R&z2:2](=[O&D1&v2&H0&+0&!R:3])-[N&D2&v3&H1&+0&!R:4]-[C&D2&v4&H2&+0&!R&z1:5]-[C&D2&v4&H2&+0&!R&z1:6]-[O&D2&v2&H0&+0&!R:7]-[P&D4&v5&H0&+0&!R:8](=[O&D1&v2&H0&+0&!R:9])(-[O&D1&v2&H1&+0&!R:10])-[O&D2&v2&H0&+0&!R:11]-[C&D2&v4&H2&+0&!R&z1:12]-[C&D3&v4&H1&+0&!R&z1:13].[O&D0&v2&H2&+0&!R:14]>>[C&D2&v4&H2&+0&!R&z0:1]-[C&D3&v4&H0&+0&!R&z2:2](=[O&D1&v2&H0&+0&!R:3])-[N&D2&v3&H1&+0&!R:4]-[C&D2&v4&H2&+0&!R&z1:5]-[C&D2&v4&H2&+0&!R&z1:6]-[O&D1&v2&H1&+0&!R:14].[O&D1&v2&H0&+0&!R:9]=[P&D4&v5&H0&+0&!R:8](-[O&D1&v2&H1&+0&!R:7])(-[O&D1&v2&H1&+0&!R:10])-[O&D2&v2&H0&+0&!R:11]-[C&D2&v4&H2&+0&!R&z1:12]-[C&D3&v4&H1&+0&!R&z1:13]	Any;Any
1513_0	Any;WATER	[C&D1&v4&H2&+0&!R&z0:1]=[C&D2&v4&H1&+0&!R&z0:2]-[C&D3&v4&H1&+0&R&z0:3]1-[C&D3&v4&H1&+0&R&z2:4](-[O&D2&v2&H0&+0&!R:5]-[C&D3&v4&H1&+0&R&z2:6]2-[O&D2&v2&H0&+0&R:7]-[C&D3&v4&H1&+0&R&z1:8](-[C&D2&v4&H2&+0&!R&z1:9])-[C&D3&v4&H1&+0&R&z1:10]-[C&D3&v4&H1&+0&R&z1:11](-[O&D1&v2&H1&+0&!R:12])-[C&D3&v4&H1&+0&R&z1:13]-2-[O&D1&v2&H1&+0&!R:14])-[O&D2&v2&H0&+0&R:15]-[C&D2&v4&H1&+0&R&z1:16]=[C&D3&v4&H0&+0&R&z0:17](-[C&D3&v4&H0&+0&!R&z2:18])-[C&D3&v4&H1&+0&R&z0:19]-1-[C&D2&v4&H2&+0&!R&z0:20]-[C&D3&v4&H1&+0&R&z1:21].[O&D0&v2&H2&+0&!R:22]>>[C&D1&v4&H2&+0&!R&z0:1]=[C&D2&v4&H1&+0&!R&z0:2]-[C&D3&v4&H1&+0&R&z0:3]1-[C&D3&v4&H1&+0&R&z2:4](-[O&D1&v2&H1&+0&!R:22])-[O&D2&v2&H0&+0&R:15]-[C&D2&v4&H1&+0&R&z1:16]=[C&D3&v4&H0&+0&R&z0:17](-[C&D3&v4&H0&+0&!R&z2:18])-[C&D3&v4&H1&+0&R&z0:19]-1-[C&D2&v4&H2&+0&!R&z0:20]-[C&D3&v4&H1&+0&R&z1:21].[C&D2&v4&H2&+0&!R&z1:9]-[C&D3&v4&H1&+0&R&z1:8]1-[O&D2&v2&H0&+0&R:7]-[C&D3&v4&H1&+0&R&z2:6](-[O&D1&v2&H1&+0&!R:5])-[C&D3&v4&H1&+0&R&z1:13](-[O&D1&v2&H1&+0&!R:14])-[C&D3&v4&H1&+0&R&z1:11](-[O&D1&v2&H1&+0&!R:12])-[C&D3&v4&H1&+0&R&z1:10]-1	Any;Any
1526_0	Any;CoA	[C&D2&v4&H2&+0&!R&z0:1]-[C&D3&v4&H0&+0&R&z0:2]1=[C&D3&v4&H0&+0&R&z0:3](-[C&D1&v4&H3&+0&!R&z0:4])-[C&D3&v4&H1&+0&R&z1:5](-[O&D2&v2&H0&+0&!R:6]-[C&D3&v4&H0&+0&!R&z2:7](=[O&D1&v2&H0&+0&!R:8])-[C&D3&v4&H1&+0&R&z0:9]2-[C&D3&v4&H1&+0&R&z0:10](-[C&D2&v4&H1&+0&!R&z0:11]=[C&D3&v4&H0&+0&!R&z0:12])-[C&D4&v4&H0&+0&R&z0:13]-2(-[C&D1&v4&H3&+0&!R&z0:14])-[C&D1&v4&H3&+0&!R&z0:15])-[C&D2&v4&H2&+0&R&z0:16]-[C&D3&v4&H0&+0&R&z1:17]-1=[O&D1&v2&H0&+0&!R:18].[C&D3&v4&H0&+0&!R&z2:19]-[N&D2&v3&H1&+0&!R:20]-[C&D2&v4&H2&+0&!R&z1:21]-[C&D2&v4&H2&+0&!R&z1:22]-[S&D1&v2&H1&+0&!R:23]>>[C&D2&v4&H2&+0&!R&z0:1]-[C&D3&v4&H0&+0&R&z0:2]1=[C&D3&v4&H0&+0&R&z0:3](-[C&D1&v4&H3&+0&!R&z0:4])-[C&D3&v4&H1&+0&R&z1:5](-[O&D1&v2&H1&+0&!R:6])-[C&D2&v4&H2&+0&R&z0:16]-[C&D3&v4&H0&+0&R&z1:17]-1=[O&D1&v2&H0&+0&!R:18].[C&D3&v4&H0&+0&!R&z0:12]=[C&D2&v4&H1&+0&!R&z0:11]-[C&D3&v4&H1&+0&R&z0:10]1-[C&D3&v4&H1&+0&R&z0:9](-[C&D3&v4&H0&+0&!R&z2:7](=[O&D1&v2&H0&+0&!R:8])-[S&D2&v2&H0&+0&!R:23]-[C&D2&v4&H2&+0&!R&z1:22]-[C&D2&v4&H2&+0&!R&z1:21]-[N&D2&v3&H1&+0&!R:20]-[C&D3&v4&H0&+0&!R&z2:19])-[C&D4&v4&H0&+0&R&z0:13]-1(-[C&D1&v4&H3&+0&!R&z0:14])-[C&D1&v4&H3&+0&!R&z0:15]	Any;Any
4051_0	Any;Any	[C&D2&v4&H2&+0&!R&z0:1]-[C&D2&v4&H2&+0&!R&z0:2]-[C&D2&v4&H2&+0&!R&z0:3]-[C&D2&v4&H2&+0&!R&z0:4]-[C&D3&v4&H0&+0&!R&z2:5](=[O&D1&v2&H0&+0&!R:6])-[S&D2&v2&H0&+0&!R:7]-[C&D2&v4&H2&+0&!R&z1:8]-[C&D2&v4&H2&+0&!R&z1:9]-[N&D2&v3&H1&+0&!R:10]-[C&D3&v4&H0&+0&!R&z2:11].[O&D2&v2&H0&+0&!R:12]-[C&D2&v4&H2&+0&!R&z1:13]-[C&D3&v4&H1&+0&!R&z1:14](-[O&D1&v2&H1&+0&!R:15])-[C&D2&v4&H2&+0&!R&z1:16]-[O&D1&v2&H1&+0&!R:17]>>[C&D3&v4&H0&+0&!R&z2:11]-[N&D2&v3&H1&+0&!R:10]-[C&D2&v4&H2&+0&!R&z1:9]-[C&D2&v4&H2&+0&!R&z1:8]-[S&D1&v2&H1&+0&!R:7].[O&D2&v2&H0&+0&!R:12]-[C&D2&v4&H2&+0&!R&z1:13]-[C&D3&v4&H1&+0&!R&z1:14](-[O&D1&v2&H1&+0&!R:15])-[C&D2&v4&H2&+0&!R&z1:16]-[O&D2&v2&H0&+0&!R:17]-[C&D3&v4&H0&+0&!R&z2:5](=[O&D1&v2&H0&+0&!R:6])-[C&D2&v4&H2&+0&!R&z0:4]-[C&D2&v4&H2&+0&!R&z0:3]-[C&D2&v4&H2&+0&!R&z0:2]-[C&D2&v4&H2&+0&!R&z0:1]	Any;Any
4051_1	Any;Any	[C&D2&v4&H2&+0&!R&z0:1]-[C&D2&v4&H2&+0&!R&z0:2]-[C&D2&v4&H2&+0&!R&z0:3]-[C&D2&v4&H2&+0&!R&z0:4]-[C&D3&v4&H0&+0&!R&z2:5](=[O&D1&v2&H0&+0&!R:6])-[S&D2&v2&H0&+0&!R:7]-[C&D2&v4&H2&+0&!R&z1:8]-[C&D2&v4&H2&+0&!R&z1:9]-[N&D2&v3&H1&+0&!R:10]-[C&D3&v4&H0&+0&!R&z2:11].[O&D2&v2&H0&+0&!R:12]-[C&D2&v4&H2&+0&!R&z1:13]-[C&D3&v4&H1&+0&!R&z1:14](-[O&D1&v2&H1&+0&!R:15])-[C&D2&v4&H2&+0&!R&z1:16]-[O&D1&v2&H1&+0&!R:17]>>[C&D3&v4&H0&+0&!R&z2:11]-[N&D2&v3&H1&+0&!R:10]-[C&D2&v4&H2&+0&!R&z1:9]-[C&D2&v4&H2&+0&!R&z1:8]-[S&D1&v2&H1&+0&!R:7].[O&D2&v2&H0&+0&!R:12]-[C&D2&v4&H2&+0&!R&z1:13]-[C&D3&v4&H1&+0&!R&z1:14](-[O&D1&v2&H1&+0&!R:15])-[C&D2&v4&H2&+0&!R&z1:16]-[O&D2&v2&H0&+0&!R:17]-[C&D3&v4&H0&+0&!R&z2:5](=[O&D1&v2&H0&+0&!R:6])-[C&D2&v4&H2&+0&!R&z0:4]-[C&D2&v4&H2&+0&!R&z0:3]-[C&D2&v4&H2&+0&!R&z0:2]-[C&D2&v4&H2&+0&!R&z0:1]	CoA;Any
6729_0	Any	[c&D3&v4&H0&+0&R&z2:1]:[n&D3&v3&H0&+0&R:2](:[c&D2&v4&H1&+0&R&z2:3])-[C&D3&v4&H1&+0&R&z2:4]1-[O&D2&v2&H0&+0&R:5]-[C&D3&v4&H1&+0&R&z1:6](-[C&D2&v4&H2&+0&!R&z1:7]-[O&D1&v2&H1&+0&!R:8])-[C&D3&v4&H1&+0&R&z1:9](-[O&D1&v2&H1&+0&!R:10])-[C&D3&v4&H1&+0&R&z1:11]-1-[O&D2&v2&H0&+0&!R:12]-[P&D4&v5&H0&+0&!R:13](=[O&D1&v2&H0&+0&!R:14])(-[O&D1&v2&H1&+0&!R:15])-[O&D1&v2&H1&+0&!R:16]>>[O&D0&v2&H2&+0&!R:10].[c&D3&v4&H0&+0&R&z2:1]:[n&D3&v3&H0&+0&R:2](:[c&D2&v4&H1&+0&R&z2:3])-[C&D3&v4&H1&+0&R&z2:4]1-[O&D2&v2&H0&+0&R:5]-[C&D3&v4&H1&+0&R&z1:6](-[C&D2&v4&H2&+0&!R&z1:7]-[O&D1&v2&H1&+0&!R:8])-[C&D3&v4&H1&+0&R&z1:9]2-[O&D2&v2&H0&+0&R:15]-[P&D4&v5&H0&+0&R:13](=[O&D1&v2&H0&+0&!R:14])(-[O&D1&v2&H1&+0&!R:16])-[O&D2&v2&H0&+0&R:12]-[C&D3&v4&H1&+0&R&z1:11]-1-2	WATER;Any
3413_0	Any;Any	[C&D1&v4&H3&+0&!R&z0:1]-[C&D3&v4&H1&+0&!R&z1:2](-[O&D1&v2&H1&+0&!R:3])-[C&D3&v4&H1&+0&!R&z1:4](-[N&D1&v3&H2&+0&!R:5])-[C&D3&v4&H0&+0&!R&z2:6](=[O&D1&v2&H0&+0&!R:7])-[O&D1&v2&H1&+0&!R:8].[C&D2&v4&H2&+0&!R&z1:9]-[O&D2&v2&H0&+0&!R:10]-[P&D4&v5&H0&+0&!R:11](=[O&D1&v2&H0&+0&!R:12])(-[O&D1&v2&H1&+0&!R:13])-[O&D2&v2&H0&+0&!R:14]-[P&D4&v5&H0&+0&!R:15](=[O&D1&v2&H0&+0&!R:16])(-[O&D1&v2&H1&+0&!R:17])-[O&D2&v2&H0&+0&!R:18]-[P&D4&v5&H0&+0&!R:19](=[O&D1&v2&H0&+0&!R:20])(-[O&D1&v2&H1&+0&!R:21])-[O&D1&v2&H1&+0&!R:22]>>[C&D1&v4&H3&+0&!R&z0:1]-[C&D3&v4&H1&+0&!R&z1:2](-[O&D2&v2&H0&+0&!R:18]-[P&D4&v5&H0&+0&!R:19](=[O&D1&v2&H0&+0&!R:20])(-[O&D1&v2&H1&+0&!R:21])-[O&D1&v2&H1&+0&!R:22])-[C&D3&v4&H1&+0&!R&z1:4](-[N&D1&v3&H2&+0&!R:5])-[C&D3&v4&H0&+0&!R&z2:6](=[O&D1&v2&H0&+0&!R:7])-[O&D1&v2&H1&+0&!R:8].[C&D2&v4&H2&+0&!R&z1:9]-[O&D2&v2&H0&+0&!R:10]-[P&D4&v5&H0&+0&!R:11](=[O&D1&v2&H0&+0&!R:12])(-[O&D1&v2&H1&+0&!R:13])-[O&D2&v2&H0&+0&!R:14]-[P&D4&v5&H0&+0&!R:15](=[O&D1&v2&H0&+0&!R:16])(-[O&D1&v2&H1&+0&!R:3])-[O&D1&v2&H1&+0&!R:17]	Any;Any
3413_1	Any;PHOSPHATE_DONOR_CoF	[C&D1&v4&H3&+0&!R&z0:1]-[C&D3&v4&H1&+0&!R&z1:2](-[O&D1&v2&H1&+0&!R:3])-[C&D3&v4&H1&+0&!R&z1:4](-[N&D1&v3&H2&+0&!R:5])-[C&D3&v4&H0&+0&!R&z2:6](=[O&D1&v2&H0&+0&!R:7])-[O&D1&v2&H1&+0&!R:8].[C&D2&v4&H2&+0&!R&z1:9]-[O&D2&v2&H0&+0&!R:10]-[P&D4&v5&H0&+0&!R:11](=[O&D1&v2&H0&+0&!R:12])(-[O&D1&v2&H1&+0&!R:13])-[O&D2&v2&H0&+0&!R:14]-[P&D4&v5&H0&+0&!R:15](=[O&D1&v2&H0&+0&!R:16])(-[O&D1&v2&H1&+0&!R:17])-[O&D2&v2&H0&+0&!R:18]-[P&D4&v5&H0&+0&!R:19](=[O&D1&v2&H0&+0&!R:20])(-[O&D1&v2&H1&+0&!R:21])-[O&D1&v2&H1&+0&!R:22]>>[C&D1&v4&H3&+0&!R&z0:1]-[C&D3&v4&H1&+0&!R&z1:2](-[O&D2&v2&H0&+0&!R:18]-[P&D4&v5&H0&+0&!R:19](=[O&D1&v2&H0&+0&!R:20])(-[O&D1&v2&H1&+0&!R:21])-[O&D1&v2&H1&+0&!R:22])-[C&D3&v4&H1&+0&!R&z1:4](-[N&D1&v3&H2&+0&!R:5])-[C&D3&v4&H0&+0&!R&z2:6](=[O&D1&v2&H0&+0&!R:7])-[O&D1&v2&H1&+0&!R:8].[C&D2&v4&H2&+0&!R&z1:9]-[O&D2&v2&H0&+0&!R:10]-[P&D4&v5&H0&+0&!R:11](=[O&D1&v2&H0&+0&!R:12])(-[O&D1&v2&H1&+0&!R:13])-[O&D2&v2&H0&+0&!R:14]-[P&D4&v5&H0&+0&!R:15](=[O&D1&v2&H0&+0&!R:16])(-[O&D1&v2&H1&+0&!R:3])-[O&D1&v2&H1&+0&!R:17]	Any;PHOSPHATE_ACCEPTOR_CoF
4825_0	Any;Any	[C&D1&v4&H3&+0&!R&z1:1]-[O&D1&v2&H1&+0&!R:2].[O&D1&v2&H0&+0&!R:3]=[C&D3&v4&H0&+0&!R&z2:4](-[O&D1&v2&H1&+0&!R:5])-[C&D2&v4&H2&+0&!R&z0:6]-[c&D3&v4&H0&+0&R&z0:7](:[c&D2&v4&H1&+0&R&z1:8]):[c&D3&v4&H0&+0&R&z0:9]>>[C&D1&v4&H3&+0&!R&z1:1]-[O&D2&v2&H0&+0&!R:5]-[C&D3&v4&H0&+0&!R&z2:4](=[O&D1&v2&H0&+0&!R:3])-[C&D2&v4&H2&+0&!R&z0:6]-[c&D3&v4&H0&+0&R&z0:7](:[c&D2&v4&H1&+0&R&z1:8]):[c&D3&v4&H0&+0&R&z0:9].[O&D0&v2&H2&+0&!R:2]	Any;WATER
4232_0	Any;Any	[C&D2&v4&H2&+0&!R&z0:1]-[C&D2&v4&H2&+0&!R&z0:2]-[C&D2&v4&H1&+0&!R&z0:3]=[C&D2&v4&H1&+0&!R&z0:4]-[C&D3&v4&H0&+0&!R&z2:5](=[O&D1&v2&H0&+0&!R:6])-[O&D1&v2&H1&+0&!R:7].[N&D1&v3&H2&+0&!R:8]-[C&D3&v4&H0&+0&!R&z2:9](=[O&D1&v2&H0&+0&!R:10])-[C&D3&v4&H0&+0&R&z0:11]1=[C&D2&v4&H1&+0&R&z1:12]-[N&D3&v3&H0&+0&R:13](-[C&D3&v4&H1&+0&R&z2:14]2-[O&D2&v2&H0&+0&R:15]-[C&D3&v4&H1&+0&R&z1:16](-[C&D2&v4&H2&+0&!R&z1:17])-[C&D3&v4&H1&+0&R&z1:18](-[O&D1&v2&H1&+0&!R:19])-[C&D3&v4&H1&+0&R&z1:20]-2-[O&D1&v2&H1&+0&!R:21])-[C&D2&v4&H1&+0&R&z1:22]=[C&D2&v4&H1&+0&R&z0:23]-[C&D2&v4&H2&+0&R&z0:24]-1>>[C&D2&v4&H2&+0&!R&z0:1]-[C&D2&v4&H2&+0&!R&z0:2]-[C&D2&v4&H1&+0&!R&z0:3]=[C&D2&v4&H1&+0&!R&z0:4]-[C&D2&v4&H1&+0&!R&z1:5]=[O&D1&v2&H0&+0&!R:6].[N&D1&v3&H2&+0&!R:8]-[C&D3&v4&H0&+0&!R&z2:9](=[O&D1&v2&H0&+0&!R:10])-[c&D3&v4&H0&+0&R&z0:11]1:[c&D2&v4&H1&+0&R&z0:24]:[c&D2&v4&H1&+0&R&z0:23]:[c&D2&v4&H1&+0&R&z1:22]:[n&D3&v4&H0&+&R:13](-[C&D3&v4&H1&+0&R&z2:14]2-[O&D2&v2&H0&+0&R:15]-[C&D3&v4&H1&+0&R&z1:16](-[C&D2&v4&H2&+0&!R&z1:17])-[C&D3&v4&H1&+0&R&z1:18](-[O&D1&v2&H1&+0&!R:19])-[C&D3&v4&H1&+0&R&z1:20]-2-[O&D1&v2&H1&+0&!R:21]):[c&D2&v4&H1&+0&R&z1:12]:1.[O&D0&v2&H2&+0&!R:7]	Any;Any;WATER
