scl_lb,mech_id,max_coverage,mean_extra_atoms,std_extra_atoms
20,24,0.4,0.0,0.0
20,25,0.2857142857142857,0.0,0.0
20,26,0.16666666666666666,0.0,0.0
20,27,0.3333333333333333,0.0,0.0
20,28,0.4,0.0,0.0
25,0,1.0,1.5,0.5
25,1,0.6666666666666666,0.0,0.0
25,2,0.5,0.0,0.0
25,3,0.0,0.0,0.0
25,4,0.4,0.0,0.0
25,5,0.5,0.0,0.0
25,6,0.2,0.0,0.0
25,7,0.2,0.0,0.0
25,8,0.2,0.0,0.0
25,9,0.2,0.0,0.0
25,10,0.5,0.0,0.0
25,11,0.3333333333333333,0.0,0.0
25,12,0.5,0.0,0.0
25,13,0.5,0.0,0.0
25,14,0.5,0.0,0.0
25,15,0.25,0.0,0.0
25,16,1.0,1.5,0.5
25,17,0.25,0.0,0.0
25,18,0.5,0.0,0.0
25,19,0.5,0.0,0.0
25,20,1.0,1.5,0.5
25,21,0.6,0.0,0.0
25,22,0.2857142857142857,0.0,0.0
25,23,0.16666666666666666,0.0,0.0
25,24,0.4,0.0,0.0
25,25,0.2857142857142857,0.0,0.0
25,26,0.16666666666666666,0.0,0.0
25,27,0.3333333333333333,0.0,0.0
25,28,0.4,0.0,0.0
30,0,0.75,0.0,0.0
30,1,0.6666666666666666,0.0,0.0
30,2,0.5,0.0,0.0
30,3,0.0,0.0,0.0
30,4,0.4,0.0,0.0
30,5,0.5,0.0,0.0
30,6,0.2,0.0,0.0
30,7,0.2,0.0,0.0
30,8,0.2,0.0,0.0
30,9,0.2,0.0,0.0
30,10,0.5,0.0,0.0
30,11,0.3333333333333333,0.0,0.0
30,12,0.5,0.0,0.0
30,13,0.5,0.0,0.0
30,14,0.5,0.0,0.0
30,15,0.25,0.0,0.0
30,16,0.75,0.0,0.0
30,17,0.25,0.0,0.0
30,18,0.5,0.0,0.0
30,19,0.5,0.0,0.0
30,20,0.75,0.0,0.0
30,21,0.6,0.0,0.0
30,22,0.2857142857142857,0.0,0.0
30,23,0.16666666666666666,0.0,0.0
30,24,0.4,0.0,0.0
30,25,0.2857142857142857,0.0,0.0
30,26,0.16666666666666666,0.0,0.0
30,27,0.3333333333333333,0.0,0.0
30,28,0.4,0.0,0.0
35,0,0.0,0.0,0.0
35,1,0.0,0.0,0.0
35,2,0.0,0.0,0.0
35,3,0.0,0.0,0.0
35,4,0.0,0.0,0.0
35,5,0.0,0.0,0.0
35,6,0.0,0.0,0.0
35,7,0.0,0.0,0.0
35,8,0.0,0.0,0.0
35,9,0.0,0.0,0.0
35,10,0.0,0.0,0.0
35,11,0.0,0.0,0.0
35,12,0.0,0.0,0.0
35,13,0.0,0.0,0.0
35,14,0.0,0.0,0.0
35,15,0.0,0.0,0.0
35,16,0.0,0.0,0.0
35,17,0.0,0.0,0.0
35,18,0.0,0.0,0.0
35,19,0.0,0.0,0.0
35,20,0.0,0.0,0.0
35,21,0.0,0.0,0.0
35,22,0.0,0.0,0.0
35,23,0.0,0.0,0.0
35,24,0.0,0.0,0.0
35,25,0.0,0.0,0.0
35,26,0.0,0.0,0.0
35,27,0.0,0.0,0.0
35,28,0.0,0.0,0.0
40,0,0.0,0.0,0.0
40,1,0.0,0.0,0.0
40,2,0.0,0.0,0.0
40,3,0.0,0.0,0.0
40,4,0.0,0.0,0.0
40,5,0.0,0.0,0.0
40,6,0.0,0.0,0.0
40,7,0.0,0.0,0.0
40,8,0.0,0.0,0.0
40,9,0.0,0.0,0.0
40,10,0.0,0.0,0.0
40,11,0.0,0.0,0.0
40,12,0.0,0.0,0.0
40,13,0.0,0.0,0.0
40,14,0.0,0.0,0.0
40,15,0.0,0.0,0.0
40,16,0.0,0.0,0.0
40,17,0.0,0.0,0.0
40,18,0.0,0.0,0.0
40,19,0.0,0.0,0.0
40,20,0.0,0.0,0.0
40,21,0.0,0.0,0.0
40,22,0.0,0.0,0.0
40,23,0.0,0.0,0.0
40,24,0.0,0.0,0.0
40,25,0.0,0.0,0.0
40,26,0.0,0.0,0.0
40,27,0.0,0.0,0.0
40,28,0.0,0.0,0.0
