epoch,step,train_loss,val_loss
0,6,,0.5481767654418945
1,13,,0.474680632352829
2,20,,0.3947601616382599
3,27,,0.3737783133983612
4,34,,0.35635021328926086
5,41,,0.330183744430542
6,48,,0.3143887221813202
7,49,0.2903672158718109,
7,55,,0.30408868193626404
8,62,,0.2928752601146698
9,69,,0.28641146421432495
