epoch,step,train_loss,val_loss
0,6,,0.6136029958724976
1,13,,0.4170614182949066
2,20,,0.4094330370426178
3,27,,0.38608163595199585
4,34,,0.3713749945163727
5,41,,0.3579915165901184
6,48,,0.3477613627910614
7,49,0.36156654357910156,
7,55,,0.33933302760124207
8,62,,0.3324275612831116
9,69,,0.3267730176448822
