epoch,step,train_loss,val_loss
0,6,,0.5755528807640076
1,13,,0.48776015639305115
2,20,,0.4179263710975647
3,27,,0.41552162170410156
4,34,,0.4070710241794586
5,41,,0.3968539535999298
6,48,,0.39129018783569336
7,49,0.3578074872493744,
7,55,,0.38763758540153503
8,62,,0.38495197892189026
9,69,,0.38300538063049316
